article_id,api,phrase,confidence,neutralisation_model,pair_id,outlet,topic,frame
art_091,AWS,China-Germany relations,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Foreign Ministry spokesperson Lin Jian,0.9915,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Monday,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the new German federal government,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the China-Germany comprehensive strategic partnership,0.9992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the past 53 years,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,diplomatic ties,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,its relations,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a strategic and long-term perspective,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,mutual respect,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,equality,0.992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,mutual benefit,0.9964,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,common ground,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,differences,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the spokesperson,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the EU,0.979,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,global significance,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the EU,0.9905,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,an important role,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,global affairs,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,European integration,0.9978,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the EU,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,strategic independence,0.9977,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the EU,0.9982,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,world peace and prosperity,0.9646,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Lin,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,The CDU/CSU,0.9989,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,28.5 percent,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the vote,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Alternative,0.9859,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,0.9993,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,AfD,0.9985,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,20.6 percent,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Social Democratic Party,0.9985,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,SPD,0.9992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,16.5 percent,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Xinhua,0.998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,German public broadcaster ARD,0.9831,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,The Greens,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,11.8 percent,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Die Linke,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,8.7 percent,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,The Free Democratic Party,0.9915,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,FDP,0.9974,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Sahra Wagenknecht Alliance,0.991,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,BSW,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,4.4 percent,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,4.9 percent,0.9646,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the media report,0.9975,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,The election,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the composition,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the next Bundestag,0.9995,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,0.9936,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,lower house,0.9991,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,parliament,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,A party,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,at least 5 percent,0.9957,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the national vote,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,representation,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Bundestag,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Xinhua,0.9989,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,CDU leader Friedrich Merz,0.992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the next chancellor,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,coalition talks,0.9966,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,German media Deutsche Welle,0.9021,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,complex coalition negotiations,0.999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the AfD,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a historic second place,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a divided vote,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the end,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Chancellor Olaf Scholz,0.9992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,three-way alliance,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Reuters,0.9993,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,transatlantic relations,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a desire,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,independence,0.9992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the US,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,its security arrangements,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,its reliance,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Washington,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,US President Donald Trump,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Europe,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,situation,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Financial Times,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Trump,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Sunday,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,"a ""great day",0.9868,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,0.9993,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the election results,0.9914,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Reuters,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Ukraine crisis,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,close cooperation,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Europe,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the US,0.9987,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a lasting peace,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Ukraine,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,DPA,0.9992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,February,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Jiang Feng,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a professor,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,European Studies,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Shanghai International Studies University,0.9995,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,focus,0.9966,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Europe,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,involvement,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Ukraine issue,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the protection,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Ukraine,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,interests,0.9988,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,challenges,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,US relations,0.9989,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,this strategy,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Jiang,0.9989,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the short term,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,relations,0.7896,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the US,0.9984,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the expected difficulties,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a coalition government,0.9981,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Domestic political challenges,0.996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,opportunities,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,foreign policy advancements,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Reuters,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Monday,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,victory,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a period,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,uncertainty,0.9994,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the necessary coalition,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,two other parties,0.915,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,several months,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,The European Union,0.9994,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,powerhouse,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a proper government,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a heated geopolitical context,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,its economy,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,its third year,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,crisis,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Reuters,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Dong Yifan,0.9991,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a visiting researcher,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Xinjiang University,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the changes,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,US-Europe relations,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Europe,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,more initiatives,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,its interests,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,solutions,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,major issues,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Europe,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the US,0.9992,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,limited strategic autonomy,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Dong,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,future China policy,0.9988,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,other European leaders,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a recent foreign policy speech,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the CDU leader,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the risks,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,investments,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Strait Times,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Monday,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merkel,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,leadership,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,cooperation,0.9988,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China and CDU/CSU,0.9581,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the party,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the interests,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,entrepreneurs,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the middle class,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Sun Keqin,0.9996,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a research fellow,0.9998,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the China Institutes,0.9993,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Contemporary International Relations,0.9997,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the same deep understanding,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merkel,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Chinese Foreign Minister Wang Yi,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Merz,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the sidelines,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,the Munich Security Conference,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,February 14,0.9999,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Xinhua,0.9962,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,China,0.9975,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,Germany,0.9994,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,AWS,a greater role,1.0,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Chinese Foreign Minister Wang Yi,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,recent foreign policy speech,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,German media Deutsche Welle,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,China-Germany comprehensive strategic partnership,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Shanghai International Studies University,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,new German federal government,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,The Free Democratic Party,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,US President Donald Trump,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,foreign policy advancements,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Christian Democratic Union,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,German public broadcaster,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Christian Social Union,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,historic second place,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,two other parties,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,heated geopolitical context,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,same deep understanding,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,German federal election,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Foreign Ministry spokesperson,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Social Democratic Party,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Sahra Wagenknecht Alliance,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,challenging coalition talks,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,complex coalition negotiations,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,limited strategic autonomy,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,other European leaders,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Munich Security Conference,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Contemporary International Relations,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Chancellor Olaf Scholz,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,The European Union,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Domestic political challenges,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,German national election,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,future China policy,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Xinhua News Agency,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,European Studies,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,German election,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,coalition government,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,media report,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Xinjiang University,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,China-Germany relations,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,The Greens,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,proper government,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,European integration,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,three-way alliance,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,security arrangements,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,necessary coalition,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,chancellor candidate,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,next chancellor,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,The CDU/CSU,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,election results,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,national vote,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,preliminary results,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,conservative bloc,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,past 53 years,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,diplomatic ties,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,long-term perspective,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,mutual respect,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,mutual benefit,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,common ground,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,global significance,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,important role,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,global affairs,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,strategic independence,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,world peace,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Die Linke,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,lower house,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Financial Times,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,great day,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,lasting peace,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,short term,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,several months,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,third year,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,visiting researcher,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,major issues,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Strait Times,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,middle class,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Sun Keqin,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,research fellow,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,greater role,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,transatlantic relations,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,US-Europe relations,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,divided vote,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,CDU headquarters,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,CDU leader,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,US relations,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Lin Jian,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,next Bundestag,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,close cooperation,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Jiang Feng,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Ukraine issue,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Dong Yifan,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,China Institutes,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Monday morning,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Friedrich Merz,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Ukraine crisis,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,supporters,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Berlin,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,February,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,impact,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,equality,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,differences,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,prosperity,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,28.5 percent,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,Alternative,,gpt-4o,imm_008,Global Times,immigration,neutral
art_091,Azure,AfD,,gpt-4o,imm_008,Global Times,immigration,neutral
