article_id,api,phrase,confidence,pair_id,outlet,topic,frame
art_001,AWS,"MOVING ICE VEHICLE AFTER OMAHA WORKPLACE RAID
Georgia State Patrol troopers",0.9329,imm_001,Fox News,immigration,security
art_001,AWS,roads,0.9977,imm_001,Fox News,immigration,security
art_001,AWS,the Hyundai site,0.9997,imm_001,Fox News,immigration,security
art_001,AWS,The Georgia Department,0.9963,imm_001,Fox News,immigration,security
art_001,AWS,Public Safety,0.9996,imm_001,Fox News,immigration,security
art_001,AWS,the Associated Press,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,federal authorities,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,The raid,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,South Korea,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,$350 billion,0.9973,imm_001,Fox News,immigration,security
art_001,AWS,investments,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,the U.S.,0.9996,imm_001,Fox News,immigration,security
art_001,AWS,part,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,a trade deal,0.9997,imm_001,Fox News,immigration,security
art_001,AWS,July,1.0,imm_001,Fox News,immigration,security
art_001,AWS,The battery plant,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,construction,1.0,imm_001,Fox News,immigration,security
art_001,AWS,operations,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,the end,1.0,imm_001,Fox News,immigration,security
art_001,AWS,this year,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,LGES,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,the Financial Times,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,the situation,1.0,imm_001,Fox News,immigration,security
art_001,AWS,all relevant details,0.998,imm_001,Fox News,immigration,security
art_001,AWS,LGES,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,Fox News Digital,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,a statement,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,Our top priority,1.0,imm_001,Fox News,immigration,security
art_001,AWS,the safety and well-being,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,our employees and partners,0.9995,imm_001,Fox News,immigration,security
art_001,AWS,the relevant authorities,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai,0.9993,imm_001,Fox News,immigration,security
art_001,AWS,the raid,1.0,imm_001,Fox News,immigration,security
art_001,AWS,its workers,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,today,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,our understanding,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai Motor Company,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,Fox News Digital,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,a statement,1.0,imm_001,Fox News,immigration,security
art_001,AWS,the safety and well-being,0.9996,imm_001,Fox News,immigration,security
art_001,AWS,the site,1.0,imm_001,Fox News,immigration,security
art_001,AWS,all laws and regulations,0.9983,imm_001,Fox News,immigration,security
art_001,AWS,The Department,0.9714,imm_001,Fox News,immigration,security
art_001,AWS,Homeland Security,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,ICE Homeland Security Investigations,0.9995,imm_001,Fox News,immigration,security
art_001,AWS,other law enforcement offices,0.9622,imm_001,Fox News,immigration,security
art_001,AWS,a judicial search warrant,0.9961,imm_001,Fox News,immigration,security
art_001,AWS,part,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,an ongoing criminal investigation,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,allegations,1.0,imm_001,Fox News,immigration,security
art_001,AWS,unlawful employment practices,0.9997,imm_001,Fox News,immigration,security
art_001,AWS,other serious federal crimes,0.9995,imm_001,Fox News,immigration,security
art_001,AWS,This operation,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,our commitment,1.0,imm_001,Fox News,immigration,security
art_001,AWS,jobs,0.9991,imm_001,Fox News,immigration,security
art_001,AWS,Georgians,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,a level,0.9995,imm_001,Fox News,immigration,security
art_001,AWS,field,0.9118,imm_001,Fox News,immigration,security
art_001,AWS,businesses,1.0,imm_001,Fox News,immigration,security
art_001,AWS,the law,1.0,imm_001,Fox News,immigration,security
art_001,AWS,the integrity,1.0,imm_001,Fox News,immigration,security
art_001,AWS,our economy,1.0,imm_001,Fox News,immigration,security
art_001,AWS,workers,0.9994,imm_001,Fox News,immigration,security
art_001,AWS,exploitation,0.9998,imm_001,Fox News,immigration,security
art_001,AWS,DHS,0.9997,imm_001,Fox News,immigration,security
art_001,AWS,Fox News Digital,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,This investigation,1.0,imm_001,Fox News,immigration,security
art_001,AWS,accountability,0.9997,imm_001,Fox News,immigration,security
art_001,AWS,the law,1.0,imm_001,Fox News,immigration,security
art_001,AWS,the rule,1.0,imm_001,Fox News,immigration,security
art_001,AWS,law,1.0,imm_001,Fox News,immigration,security
art_001,AWS,Complex cases,0.9976,imm_001,Fox News,immigration,security
art_001,AWS,strong collaboration,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,extensive investigative efforts,0.9979,imm_001,Fox News,immigration,security
art_001,AWS,our gratitude,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,the U.S. Department,0.9981,imm_001,Fox News,immigration,security
art_001,AWS,Labor Office,0.9995,imm_001,Fox News,immigration,security
art_001,AWS,"Inspector General, FBI, DEA, Customs and Border Protection",0.8962,imm_001,Fox News,immigration,security
art_001,AWS,"ATF, IRS",0.7811,imm_001,Fox News,immigration,security
art_001,AWS,the Georgia State Patrol,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,their invaluable support,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,Each agency,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,specialized expertise,0.9996,imm_001,Fox News,immigration,security
art_001,AWS,the success,1.0,imm_001,Fox News,immigration,security
art_001,AWS,this lengthy investigation,1.0,imm_001,Fox News,immigration,security
art_001,AWS,the department,1.0,imm_001,Fox News,immigration,security
art_001,AWS,"THE FOX NEWS APP
Video",0.9854,imm_001,Fox News,immigration,security
art_001,AWS,social media,0.9992,imm_001,Fox News,immigration,security
art_001,AWS,Thursday,0.9989,imm_001,Fox News,immigration,security
art_001,AWS,workers,0.9995,imm_001,Fox News,immigration,security
art_001,AWS,yellow safety vests,0.9997,imm_001,Fox News,immigration,security
art_001,AWS,a man –,0.9801,imm_001,Fox News,immigration,security
art_001,AWS,a face mask,0.9996,imm_001,Fox News,immigration,security
art_001,AWS,a tactical vest,0.9996,imm_001,Fox News,immigration,security
art_001,AWS,the letters,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,HSI –,0.8701,imm_001,Fox News,immigration,security
art_001,AWS,Homeland Security,0.9975,imm_001,Fox News,immigration,security
art_001,AWS,a search warrant,0.9965,imm_001,Fox News,immigration,security
art_001,AWS,the whole site,1.0,imm_001,Fox News,immigration,security
art_001,AWS,construction,0.9987,imm_001,Fox News,immigration,security
art_001,AWS,the man,0.9999,imm_001,Fox News,immigration,security
art_001,AWS,all work,0.9462,imm_001,Fox News,immigration,security
art_001,AWS,the site,0.9999,imm_001,Fox News,immigration,security
art_001,Google,Hyundai,0.1013,imm_001,Fox News,immigration,security
art_001,Google,arrest,0.0609,imm_001,Fox News,immigration,security
art_001,Google,Some,0.0528,imm_001,Fox News,immigration,security
art_001,Google,immigration enforcement raid,0.036,imm_001,Fox News,immigration,security
art_001,Google,economy,0.033,imm_001,Fox News,immigration,security
art_001,Google,site operation,0.0271,imm_001,Fox News,immigration,security
art_001,Google,HSI,0.0269,imm_001,Fox News,immigration,security
art_001,Google,migrants,0.0246,imm_001,Fox News,immigration,security
art_001,Google,car battery factory,0.0216,imm_001,Fox News,immigration,security
art_001,Google,raid,0.0196,imm_001,Fox News,immigration,security
art_001,Google,Department of Homeland Security,0.019,imm_001,Fox News,immigration,security
art_001,Google,site,0.0173,imm_001,Fox News,immigration,security
art_001,Google,Georgia,0.0165,imm_001,Fox News,immigration,security
art_001,Google,workforce,0.016,imm_001,Fox News,immigration,security
art_001,Google,Homeland Security Investigations,0.0136,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai–LG Energy Solution battery plant construction site,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai electric car battery factory,,imm_001,Fox News,immigration,security
art_001,Azure,7.6 billion Hyundai–LGES joint venture,,imm_001,Fox News,immigration,security
art_001,Azure,The South Korean foreign ministry,,imm_001,Fox News,immigration,security
art_001,Azure,largest single industrial investment,,imm_001,Fox News,immigration,security
art_001,Azure,US legal enforcement process,,imm_001,Fox News,immigration,security
art_001,Azure,nearby Savannah EV plant,,imm_001,Fox News,immigration,security
art_001,Azure,adjacent EV manufacturing facility,,imm_001,Fox News,immigration,security
art_001,Azure,HSI Atlanta Special Agent,,imm_001,Fox News,immigration,security
art_001,Azure,other serious federal crimes,,imm_001,Fox News,immigration,security
art_001,Azure,HYUNDAI PLANT CONSTRUCTION SITE,,imm_001,Fox News,immigration,security
art_001,Azure,Georgia State Patrol troopers,,imm_001,Fox News,immigration,security
art_001,Azure,largest single site operation,,imm_001,Fox News,immigration,security
art_001,Azure,other law enforcement offices,,imm_001,Fox News,immigration,security
art_001,Azure,ICE Homeland Security Investigations,,imm_001,Fox News,immigration,security
art_001,Azure,major immigration enforcement raid,,imm_001,Fox News,immigration,security
art_001,Azure,Several other agencies,,imm_001,Fox News,immigration,security
art_001,Azure,companies’ economic activities,,imm_001,Fox News,immigration,security
art_001,Azure,PROTESTERS THROW ROCKS,,imm_001,Fox News,immigration,security
art_001,Azure,unlawful employment practices,,imm_001,Fox News,immigration,security
art_001,Azure,level playing field,,imm_001,Fox News,immigration,security
art_001,Azure,extensive investigative efforts,,imm_001,Fox News,immigration,security
art_001,Azure,U.S. Immigration,,imm_001,Fox News,immigration,security
art_001,Azure,Fox News Digital,,imm_001,Fox News,immigration,security
art_001,Azure,FOX NEWS APP,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai Motor Company,,imm_001,Fox News,immigration,security
art_001,Azure,MOVING ICE VEHICLE,,imm_001,Fox News,immigration,security
art_001,Azure,judicial search warrant,,imm_001,Fox News,immigration,security
art_001,Azure,ongoing criminal investigation,,imm_001,Fox News,immigration,security
art_001,Azure,yellow safety vests,,imm_001,Fox News,immigration,security
art_001,Azure,OMAHA WORKPLACE RAID,,imm_001,Fox News,immigration,security
art_001,Azure,U.S. Department,,imm_001,Fox News,immigration,security
art_001,Azure,The Georgia Department,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai site,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai facility,,imm_001,Fox News,immigration,security
art_001,Azure,$350 billion worth,,imm_001,Fox News,immigration,security
art_001,Azure,other workplaces,,imm_001,Fox News,immigration,security
art_001,Azure,Customs Enforcement,,imm_001,Fox News,immigration,security
art_001,Azure,major raids,,imm_001,Fox News,immigration,security
art_001,Azure,news conference,,imm_001,Fox News,immigration,security
art_001,Azure,parent company,,imm_001,Fox News,immigration,security
art_001,Azure,FEDERAL AGENTS,,imm_001,Fox News,immigration,security
art_001,Azure,federal authorities,,imm_001,Fox News,immigration,security
art_001,Azure,unequivocal message,,imm_001,Fox News,immigration,security
art_001,Azure,federal laws,,imm_001,Fox News,immigration,security
art_001,Azure,Trump administration,,imm_001,Fox News,immigration,security
art_001,Azure,embassy officials,,imm_001,Fox News,immigration,security
art_001,Azure,Lee Jae-woong,,imm_001,Fox News,immigration,security
art_001,Azure,Financial Times,,imm_001,Fox News,immigration,security
art_001,Azure,Associated Press,,imm_001,Fox News,immigration,security
art_001,Azure,trade deal,,imm_001,Fox News,immigration,security
art_001,Azure,relevant details,,imm_001,Fox News,immigration,security
art_001,Azure,top priority,,imm_001,Fox News,immigration,security
art_001,Azure,relevant authorities,,imm_001,Fox News,immigration,security
art_001,Azure,Complex cases,,imm_001,Fox News,immigration,security
art_001,Azure,strong collaboration,,imm_001,Fox News,immigration,security
art_001,Azure,Labor Office,,imm_001,Fox News,immigration,security
art_001,Azure,Inspector General,,imm_001,Fox News,immigration,security
art_001,Azure,Border Protection,,imm_001,Fox News,immigration,security
art_001,Azure,invaluable support,,imm_001,Fox News,immigration,security
art_001,Azure,specialized expertise,,imm_001,Fox News,immigration,security
art_001,Azure,lengthy investigation,,imm_001,Fox News,immigration,security
art_001,Azure,social media,,imm_001,Fox News,immigration,security
art_001,Azure,face mask,,imm_001,Fox News,immigration,security
art_001,Azure,tactical vest,,imm_001,Fox News,immigration,security
art_001,Azure,Public Safety,,imm_001,Fox News,immigration,security
art_001,Azure,475 illegal migrants,,imm_001,Fox News,immigration,security
art_001,Azure,Steven Schrank,,imm_001,Fox News,immigration,security
art_001,Azure,arrest,,imm_001,Fox News,immigration,security
art_001,Azure,Thursday,,imm_001,Fox News,immigration,security
art_001,Azure,Charge,,imm_001,Fox News,immigration,security
art_001,Azure,subcontractors,,imm_001,Fox News,immigration,security
art_001,Azure,clear,,imm_001,Fox News,immigration,security
art_001,Azure,workforce,,imm_001,Fox News,immigration,security
art_001,Azure,economy,,imm_001,Fox News,immigration,security
art_001,Azure,Friday,,imm_001,Fox News,immigration,security
art_001,Azure,Ellabell,,imm_001,Fox News,immigration,security
art_001,Azure,HUNDREDS,,imm_001,Fox News,immigration,security
art_001,Azure,last,,imm_001,Fox News,immigration,security
art_001,Azure,months,,imm_001,Fox News,immigration,security
art_001,Azure,batteries,,imm_001,Fox News,immigration,security
art_001,Azure,history,,imm_001,Fox News,immigration,security
art_001,Azure,"3,000 acres",,imm_001,Fox News,immigration,security
art_001,Azure,interruption,,imm_001,Fox News,immigration,security
art_001,Azure,concern,,imm_001,Fox News,immigration,security
art_001,Azure,regret,,imm_001,Fox News,immigration,security
art_001,Azure,counselor,,imm_001,Fox News,immigration,security
art_001,Azure,location,,imm_001,Fox News,immigration,security
art_001,Azure,people,,imm_001,Fox News,immigration,security
art_001,Azure,rights,,imm_001,Fox News,immigration,security
art_001,Azure,spokesperson,,imm_001,Fox News,immigration,security
art_001,Azure,JUMP,,imm_001,Fox News,immigration,security
art_001,Azure,roads,,imm_001,Fox News,immigration,security
art_001,Azure,investments,,imm_001,Fox News,immigration,security
art_001,Azure,July,,imm_001,Fox News,immigration,security
art_001,Azure,operations,,imm_001,Fox News,immigration,security
art_001,Azure,end,,imm_001,Fox News,immigration,security
art_001,Azure,year,,imm_001,Fox News,immigration,security
art_001,Azure,situation,,imm_001,Fox News,immigration,security
art_001,Azure,statement,,imm_001,Fox News,immigration,security
art_001,Azure,well-being,,imm_001,Fox News,immigration,security
art_001,Azure,employees,,imm_001,Fox News,immigration,security
art_001,Azure,partners,,imm_001,Fox News,immigration,security
art_001,Azure,none,,imm_001,Fox News,immigration,security
art_001,Azure,workers,,imm_001,Fox News,immigration,security
art_001,Azure,today,,imm_001,Fox News,immigration,security
art_001,Azure,understanding,,imm_001,Fox News,immigration,security
art_001,Azure,everyone,,imm_001,Fox News,immigration,security
art_001,Azure,regulations,,imm_001,Fox News,immigration,security
art_001,Azure,allegations,,imm_001,Fox News,immigration,security
art_001,Azure,commitment,,imm_001,Fox News,immigration,security
art_001,Azure,jobs,,imm_001,Fox News,immigration,security
art_001,Azure,Georgians,,imm_001,Fox News,immigration,security
art_001,Azure,businesses,,imm_001,Fox News,immigration,security
art_001,Azure,integrity,,imm_001,Fox News,immigration,security
art_001,Azure,exploitation,,imm_001,Fox News,immigration,security
art_001,Azure,DHS,,imm_001,Fox News,immigration,security
art_001,Azure,accountability,,imm_001,Fox News,immigration,security
art_001,Azure,rule,,imm_001,Fox News,immigration,security
art_001,Azure,gratitude,,imm_001,Fox News,immigration,security
art_001,Azure,FBI,,imm_001,Fox News,immigration,security
art_001,Azure,ATF,,imm_001,Fox News,immigration,security
art_001,Azure,IRS,,imm_001,Fox News,immigration,security
art_001,Azure,agency,,imm_001,Fox News,immigration,security
art_001,Azure,success,,imm_001,Fox News,immigration,security
art_001,Azure,Video,,imm_001,Fox News,immigration,security
art_001,Azure,letters,,imm_001,Fox News,immigration,security
art_002,AWS,Hundreds,0.9974,imm_001,BBC,immigration,neutral
art_002,AWS,South Koreans,0.9996,imm_001,BBC,immigration,neutral
art_002,AWS,massive ICE raid,0.9993,imm_001,BBC,immigration,neutral
art_002,AWS,Hyundai plant,0.9916,imm_001,BBC,immigration,neutral
art_002,AWS,Almost 500 people,0.9565,imm_001,BBC,immigration,neutral
art_002,AWS,a Hyundai factory,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,the US state,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,Georgia,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,immigration authorities,0.9997,imm_001,BBC,immigration,neutral
art_002,AWS,the largest workplace raid,0.9995,imm_001,BBC,immigration,neutral
art_002,AWS,President Donald Trump,0.9997,imm_001,BBC,immigration,neutral
art_002,AWS,second term,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,A majority,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,"the 3,000-acre site",1.0,imm_001,BBC,immigration,neutral
art_002,AWS,the Korean company,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,electric vehicles,0.9993,imm_001,BBC,immigration,neutral
art_002,AWS,a year,0.999,imm_001,BBC,immigration,neutral
art_002,AWS,Korean nationals,0.9989,imm_001,BBC,immigration,neutral
art_002,AWS,South Korea,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,concern and regret,0.8571,imm_001,BBC,immigration,neutral
art_002,AWS,the operation,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,the US government,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,the rights,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,its citizens,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,The Department,0.9963,imm_001,BBC,immigration,neutral
art_002,AWS,Homeland Security,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,the BBC,0.986,imm_001,BBC,immigration,neutral
art_002,AWS,agents,0.9997,imm_001,BBC,immigration,neutral
art_002,AWS,a search warrant,0.9812,imm_001,BBC,immigration,neutral
art_002,AWS,allegations,0.9997,imm_001,BBC,immigration,neutral
art_002,AWS,unlawful employment practices,0.9454,imm_001,BBC,immigration,neutral
art_002,AWS,other serious federal crimes,0.998,imm_001,BBC,immigration,neutral
art_002,AWS,an immigration operation,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,agents,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,the premises,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,folks,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,buses,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,Steve Schrank,0.9991,imm_001,BBC,immigration,neutral
art_002,AWS,the special agent,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,charge,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,Homeland Security Investigations,0.9995,imm_001,BBC,immigration,neutral
art_002,AWS,Atlanta,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,a news conference,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,Friday,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,a multi-month criminal investigation,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,evidence,0.999,imm_001,BBC,immigration,neutral
art_002,AWS,interviews,0.9903,imm_001,BBC,immigration,neutral
art_002,AWS,documents,0.9695,imm_001,BBC,immigration,neutral
art_002,AWS,that evidence,0.949,imm_001,BBC,immigration,neutral
art_002,AWS,a judicial search warrant,0.997,imm_001,BBC,immigration,neutral
art_002,AWS,Schrank,0.9985,imm_001,BBC,immigration,neutral
art_002,AWS,the largest single-site enforcement operation,0.9978,imm_001,BBC,immigration,neutral
art_002,AWS,the history,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,homeland security investigations,0.9995,imm_001,BBC,immigration,neutral
art_002,AWS,The raid,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,a possible tension,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,President Donald Trump,0.9995,imm_001,BBC,immigration,neutral
art_002,AWS,top priorities,0.9913,imm_001,BBC,immigration,neutral
art_002,AWS,the US,0.9986,imm_001,BBC,immigration,neutral
art_002,AWS,illegal immigration,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,stress,0.9987,imm_001,BBC,immigration,neutral
art_002,AWS,the country,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,relationship,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,a key ally,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,President Trump,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,the Oval Office,0.9996,imm_001,BBC,immigration,neutral
art_002,AWS,Friday,0.9996,imm_001,BBC,immigration,neutral
art_002,AWS,illegal aliens,0.9937,imm_001,BBC,immigration,neutral
art_002,AWS,ICE,0.9879,imm_001,BBC,immigration,neutral
art_002,AWS,its job,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,a reporter,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,the reaction,0.9996,imm_001,BBC,immigration,neutral
art_002,AWS,Seoul,0.9997,imm_001,BBC,immigration,neutral
art_002,AWS,other countries,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,"a great, stable workforce",0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,a lot,0.9988,imm_001,BBC,immigration,neutral
art_002,AWS,illegal aliens,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,some not the best,0.7545,imm_001,BBC,immigration,neutral
art_002,AWS,people,0.9998,imm_001,BBC,immigration,neutral
art_002,AWS,a lot,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,illegal aliens,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,These [workers],0.9293,imm_001,BBC,immigration,neutral
art_002,AWS,people,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,Biden,0.9981,imm_001,BBC,immigration,neutral
art_002,AWS,Some 475 people,0.9994,imm_001,BBC,immigration,neutral
art_002,AWS,the country,0.9999,imm_001,BBC,immigration,neutral
art_002,AWS,the operation,1.0,imm_001,BBC,immigration,neutral
art_002,AWS,immigration officials,0.9992,imm_001,BBC,immigration,neutral
art_002,AWS,a US Immigration and Customs,0.6692,imm_001,BBC,immigration,neutral
