article_id,api,entity_text,entity_type,confidence,entity_sentiment_score,entity_salience,entity_sentiment_magnitude,entity_subtype,pair_id,outlet,topic,frame
art_001,Google,HUNDREDS,OTHER,,0.1,0.0044,0.1,,imm_001,Fox News,immigration,security
art_001,Google,site,OTHER,,0.0,0.0044,0.0,,imm_001,Fox News,immigration,security
art_001,Google,site,LOCATION,,0.0,0.0044,0.0,,imm_001,Fox News,immigration,security
art_001,Google,raid,EVENT,,0.0,0.0044,0.0,,imm_001,Fox News,immigration,security
art_001,Google,investments,OTHER,,0.0,0.0041,0.0,,imm_001,Fox News,immigration,security
art_001,Google,investment,OTHER,,0.0,0.0041,0.0,,imm_001,Fox News,immigration,security
art_001,Google,expertise,OTHER,,0.1,0.0041,0.2,,imm_001,Fox News,immigration,security
art_001,Google,raid,OTHER,,0.0,0.004,0.0,,imm_001,Fox News,immigration,security
art_001,Google,administration,OTHER,,0.0,0.0039,0.0,,imm_001,Fox News,immigration,security
art_001,Google,joint venture,ORGANIZATION,,0.0,0.0039,0.0,,imm_001,Fox News,immigration,security
art_001,Google,HYUNDAI PLANT CONSTRUCTION SITE,OTHER,,0.0,0.0038,0.0,,imm_001,Fox News,immigration,security
art_001,Google,workers,PERSON,,0.0,0.0037,0.0,,imm_001,Fox News,immigration,security
art_001,Google,workers,PERSON,,0.0,0.0037,0.0,,imm_001,Fox News,immigration,security
art_001,Google,construction,OTHER,,0.0,0.0037,0.0,,imm_001,Fox News,immigration,security
art_001,Google,agency,ORGANIZATION,,0.1,0.0035,0.1,,imm_001,Fox News,immigration,security
art_001,Google,part,OTHER,,0.0,0.0035,0.0,,imm_001,Fox News,immigration,security
art_001,Google,plant,LOCATION,,0.0,0.0035,0.0,,imm_001,Fox News,immigration,security
art_001,Google,batteries,CONSUMER_GOOD,,0.0,0.0035,0.0,,imm_001,Fox News,immigration,security
art_001,Google,interruption,OTHER,,0.0,0.0034,0.0,,imm_001,Fox News,immigration,security
art_001,Google,operations,OTHER,,0.0,0.0033,0.0,,imm_001,Fox News,immigration,security
art_001,Google,gratitude,OTHER,,0.4,0.0033,0.4,,imm_001,Fox News,immigration,security
art_001,Google,PROTESTERS,PERSON,,0.0,0.0033,0.0,,imm_001,Fox News,immigration,security
art_001,Google,manufacturing facility,LOCATION,,0.0,0.0033,0.0,,imm_001,Fox News,immigration,security
art_001,Google,companies,ORGANIZATION,,-0.1,0.0032,0.1,,imm_001,Fox News,immigration,security
art_001,Google,statement,WORK_OF_ART,,0.0,0.0032,0.0,,imm_001,Fox News,immigration,security
art_001,Google,partners,ORGANIZATION,,0.3,0.0032,0.3,,imm_001,Fox News,immigration,security
art_001,Google,safety,OTHER,,0.0,0.0032,0.0,,imm_001,Fox News,immigration,security
art_001,Google,understanding,OTHER,,0.0,0.0031,0.0,,imm_001,Fox News,immigration,security
art_001,Google,foreign ministry,PERSON,,-0.1,0.003,0.1,,imm_001,Fox News,immigration,security
art_001,Google,authorities,PERSON,,0.0,0.003,0.0,,imm_001,Fox News,immigration,security
art_001,Google,ICE,ORGANIZATION,,0.0,0.0029,0.0,,imm_001,Fox News,immigration,security
art_001,Google,investigation,EVENT,,0.0,0.0028,0.0,,imm_001,Fox News,immigration,security
art_001,Google,priority,OTHER,,0.4,0.0028,0.4,,imm_001,Fox News,immigration,security
art_001,Google,employees,PERSON,,0.4,0.0027,0.4,,imm_001,Fox News,immigration,security
art_001,Google,well-being,OTHER,,0.0,0.0027,0.0,,imm_001,Fox News,immigration,security
art_001,Google,authorities,PERSON,,0.0,0.0027,0.0,,imm_001,Fox News,immigration,security
art_001,Google,none,OTHER,,0.0,0.0027,0.0,,imm_001,Fox News,immigration,security
art_001,Google,none,OTHER,,0.0,0.0027,0.0,,imm_001,Fox News,immigration,security
art_001,Google,ROCKS,OTHER,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,troopers,PERSON,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,roads,LOCATION,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,VEHICLE,CONSUMER_GOOD,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,trade deal,OTHER,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,Savannah,LOCATION,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,history,OTHER,,0.0,0.0026,0.0,,imm_001,Fox News,immigration,security
art_001,Google,concern,OTHER,,-0.2,0.0026,0.2,,imm_001,Fox News,immigration,security
art_001,Google,counselor,PERSON,,-0.2,0.0026,0.2,,imm_001,Fox News,immigration,security
art_001,Google,embassy,LOCATION,,-0.2,0.0026,0.2,,imm_001,Fox News,immigration,security
art_001,Google,location,LOCATION,,-0.1,0.0026,0.1,,imm_001,Fox News,immigration,security
art_001,Google,regret,OTHER,,-0.1,0.0026,0.1,,imm_001,Fox News,immigration,security
art_001,Google,enforcement process,OTHER,,-0.1,0.0026,0.1,,imm_001,Fox News,immigration,security
art_001,Google,people,PERSON,,-0.1,0.0026,0.1,,imm_001,Fox News,immigration,security
art_001,Google,rights,OTHER,,-0.1,0.0026,0.1,,imm_001,Fox News,immigration,security
art_001,Google,activities,OTHER,,-0.1,0.0026,0.1,,imm_001,Fox News,immigration,security
art_001,Google,law,OTHER,,0.0,0.0024,0.0,,imm_001,Fox News,immigration,security
art_001,Google,law,OTHER,,0.0,0.0024,0.0,,imm_001,Fox News,immigration,security
art_001,Google,situation,OTHER,,0.0,0.0024,0.0,,imm_001,Fox News,immigration,security
art_001,Google,details,OTHER,,0.0,0.0024,0.0,,imm_001,Fox News,immigration,security
art_001,Google,U.S.,LOCATION,,0.0,0.0023,0.1,,imm_001,Fox News,immigration,security
art_001,Google,face mask,OTHER,,0.0,0.0023,0.0,,imm_001,Fox News,immigration,security
art_001,Google,LG Energy Solution,ORGANIZATION,,0.0,0.0023,0.1,,imm_001,Fox News,immigration,security
art_001,Google,Trump,PERSON,,0.0,0.0023,0.0,,imm_001,Fox News,immigration,security
art_001,Google,workers,PERSON,,0.0,0.0022,0.0,,imm_001,Fox News,immigration,security
art_001,Google,site,OTHER,,0.0,0.0021,0.0,,imm_001,Fox News,immigration,security
art_001,Google,site,OTHER,,0.0,0.0021,0.0,,imm_001,Fox News,immigration,security
art_001,Google,integrity,OTHER,,0.0,0.0021,0.0,,imm_001,Fox News,immigration,security
art_001,Google,businesses,ORGANIZATION,,0.0,0.002,0.0,,imm_001,Fox News,immigration,security
art_001,Google,investigation,EVENT,,0.0,0.002,0.0,,imm_001,Fox News,immigration,security
art_001,Google,exploitation,OTHER,,0.0,0.0018,0.0,,imm_001,Fox News,immigration,security
art_001,Google,rule of law,OTHER,,0.0,0.0018,0.0,,imm_001,Fox News,immigration,security
art_001,Google,accountability,OTHER,,0.0,0.0018,0.0,,imm_001,Fox News,immigration,security
art_001,Google,efforts,OTHER,,0.4,0.0018,0.4,,imm_001,Fox News,immigration,security
art_001,Google,support,OTHER,,0.4,0.0018,0.4,,imm_001,Fox News,immigration,security
art_001,Google,Savannah EV,CONSUMER_GOOD,,0.0,0.0018,0.0,,imm_001,Fox News,immigration,security
art_001,Google,EV,CONSUMER_GOOD,,0.0,0.0018,0.0,,imm_001,Fox News,immigration,security
art_001,Google,U.S. Immigration and Customs Enforcement,ORGANIZATION,,0.0,0.0017,0.0,,imm_001,Fox News,immigration,security
art_001,Google,work,OTHER,,0.0,0.0017,0.0,,imm_001,Fox News,immigration,security
art_001,Google,ministry,ORGANIZATION,,-0.2,0.0016,0.2,,imm_001,Fox News,immigration,security
art_001,Google,department,ORGANIZATION,,0.1,0.0016,0.1,,imm_001,Fox News,immigration,security
art_001,Google,Associated Press,ORGANIZATION,,0.0,0.0016,0.0,,imm_001,Fox News,immigration,security
art_001,Google,South Korean,LOCATION,,0.0,0.0015,0.0,,imm_001,Fox News,immigration,security
art_001,Google,construction,OTHER,,0.0,0.0015,0.0,,imm_001,Fox News,immigration,security
art_001,Google,vest,OTHER,,0.0,0.0014,0.0,,imm_001,Fox News,immigration,security
art_001,Google,man,PERSON,,0.0,0.0014,0.0,,imm_001,Fox News,immigration,security
art_001,Google,safety vests,OTHER,,0.0,0.0014,0.0,,imm_001,Fox News,immigration,security
art_001,Google,search warrant,OTHER,,0.0,0.0014,0.0,,imm_001,Fox News,immigration,security
art_001,Google,man,PERSON,,0.0,0.0014,0.0,,imm_001,Fox News,immigration,security
art_001,Google,Financial Times,ORGANIZATION,,0.0,0.0014,0.1,,imm_001,Fox News,immigration,security
art_001,Google,Office of Inspector General,ORGANIZATION,,0.5,0.0013,0.5,,imm_001,Fox News,immigration,security
art_001,Google,site,LOCATION,,0.0,0.0013,0.0,,imm_001,Fox News,immigration,security
art_001,Google,success,OTHER,,0.1,0.0013,0.1,,imm_001,Fox News,immigration,security
art_001,Google,letters,WORK_OF_ART,,0.0,0.0013,0.0,,imm_001,Fox News,immigration,security
art_001,Google,social media,OTHER,,0.0,0.0013,0.0,,imm_001,Fox News,immigration,security
art_001,Google,investigation,EVENT,,0.0,0.0012,0.0,,imm_001,Fox News,immigration,security
art_001,Google,Customs and Border Protection,ORGANIZATION,,0.5,0.0012,0.5,,imm_001,Fox News,immigration,security
art_001,Google,U.S. Department of Labor,ORGANIZATION,,0.5,0.0011,0.5,,imm_001,Fox News,immigration,security
art_001,Google,FBI,ORGANIZATION,,0.5,0.0011,0.5,,imm_001,Fox News,immigration,security
art_001,Google,DEA,ORGANIZATION,,0.5,0.0011,0.5,,imm_001,Fox News,immigration,security
art_001,Google,ATF,ORGANIZATION,,0.5,0.0011,0.5,,imm_001,Fox News,immigration,security
art_001,Google,IRS,ORGANIZATION,,0.5,0.0011,0.5,,imm_001,Fox News,immigration,security
art_001,Google,statement,WORK_OF_ART,,0.0,0.0011,0.0,,imm_001,Fox News,immigration,security
art_001,Google,safety,OTHER,,0.4,0.0011,0.4,,imm_001,Fox News,immigration,security
art_001,Google,part,OTHER,,0.0,0.0011,0.0,,imm_001,Fox News,immigration,security
art_001,Google,FOX NEWS,ORGANIZATION,,0.0,0.0011,0.0,,imm_001,Fox News,immigration,security
art_001,Google,law enforcement offices,ORGANIZATION,,0.0,0.001,0.0,,imm_001,Fox News,immigration,security
art_001,Google,laws,OTHER,,-0.1,0.0009,0.1,,imm_001,Fox News,immigration,security
art_001,Google,well-being,OTHER,,0.4,0.0009,0.4,,imm_001,Fox News,immigration,security
art_001,Google,search warrant,OTHER,,0.0,0.0009,0.0,,imm_001,Fox News,immigration,security
art_001,Google,Fox News Digital,ORGANIZATION,,0.0,0.0009,0.1,,imm_001,Fox News,immigration,security
art_001,Google,collaboration,OTHER,,0.4,0.0009,0.4,,imm_001,Fox News,immigration,security
art_001,Google,APP Video,WORK_OF_ART,,0.0,0.0009,0.0,,imm_001,Fox News,immigration,security
art_001,Google,everyone,PERSON,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,regulations,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,crimes,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,employment practices,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,allegations,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,level,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,playing field,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,commitment,OTHER,,0.0,0.0008,0.0,,imm_001,Fox News,immigration,security
art_001,Google,We're Homeland Security,WORK_OF_ART,,0.0,0.0007,0.0,,imm_001,Fox News,immigration,security
art_001,Google,ICE Homeland Security Investigations,EVENT,,0.0,0.0007,0.0,,imm_001,Fox News,immigration,security
art_001,Google,Georgians,PERSON,,0.0,0.0007,0.0,,imm_001,Fox News,immigration,security
art_001,Google,operation,OTHER,,0.0,0.0007,0.0,,imm_001,Fox News,immigration,security
art_001,Google,jobs,OTHER,,0.0,0.0006,0.0,,imm_001,Fox News,immigration,security
art_001,Azure,Homeland Security Investigations,Organization,1.0,,,,,imm_001,Fox News,immigration,security
art_001,Azure,HSI,Organization,0.9,,,,Sports,imm_001,Fox News,immigration,security
art_001,Azure,475,Quantity,0.8,,,,Number,imm_001,Fox News,immigration,security
art_001,Azure,illegal migrants,PersonType,0.73,,,,,imm_001,Fox News,immigration,security
art_001,Azure,raid,Event,0.4,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Thursday,DateTime,1.0,,,,Date,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai,Organization,0.75,,,,,imm_001,Fox News,immigration,security
art_001,Azure,electric car battery,Product,0.79,,,,,imm_001,Fox News,immigration,security
art_001,Azure,factory,Location,0.71,,,,Structural,imm_001,Fox News,immigration,security
art_001,Azure,Georgia,Location,0.75,,,,State,imm_001,Fox News,immigration,security
art_001,Azure,HSI,Organization,0.83,,,,Sports,imm_001,Fox News,immigration,security
art_001,Azure,Atlanta,Location,1.0,,,,City,imm_001,Fox News,immigration,security
art_001,Azure,Steven Schrank,Person,0.99,,,,,imm_001,Fox News,immigration,security
art_001,Azure,raid,Event,0.68,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai,Organization,0.74,,,,,imm_001,Fox News,immigration,security
art_001,Azure,facility,Location,0.62,,,,Structural,imm_001,Fox News,immigration,security
art_001,Azure,migrants,PersonType,0.97,,,,,imm_001,Fox News,immigration,security
art_001,Azure,subcontractors,PersonType,0.94,,,,,imm_001,Fox News,immigration,security
art_001,Azure,site,Location,0.52,,,,,imm_001,Fox News,immigration,security
art_001,Azure,workforce,PersonType,0.83,,,,,imm_001,Fox News,immigration,security
art_001,Azure,economy,Skill,0.99,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Schrank,Person,1.0,,,,,imm_001,Fox News,immigration,security
art_001,Azure,news conference,Event,0.97,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Friday,DateTime,0.99,,,,Date,imm_001,Fox News,immigration,security
art_001,Azure,U.S. Immigration and Customs Enforcement,Organization,0.99,,,,,imm_001,Fox News,immigration,security
art_001,Azure,ICE,Organization,0.77,,,,,imm_001,Fox News,immigration,security
art_001,Azure,raid,Event,0.78,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai–LG Energy Solution,Organization,0.87,,,,,imm_001,Fox News,immigration,security
art_001,Azure,battery plant construction site,Location,0.7,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Ellabell,Location,1.0,,,,City,imm_001,Fox News,immigration,security
art_001,Azure,20 miles,Quantity,1.0,,,,Dimension,imm_001,Fox News,immigration,security
art_001,Azure,Savannah,Location,1.0,,,,City,imm_001,Fox News,immigration,security
art_001,Azure,FEDERAL,PersonType,0.63,,,,,imm_001,Fox News,immigration,security
art_001,Azure,AGENTS,PersonType,0.53,,,,,imm_001,Fox News,immigration,security
art_001,Azure,GEORGIA,Location,0.52,,,,State,imm_001,Fox News,immigration,security
art_001,Azure,HSI,Organization,0.97,,,,Sports,imm_001,Fox News,immigration,security
art_001,Azure,workplaces,Location,0.85,,,,,imm_001,Fox News,immigration,security
art_001,Azure,last few months,DateTime,0.96,,,,DateRange,imm_001,Fox News,immigration,security
art_001,Azure,Trump administration,Organization,0.72,,,,,imm_001,Fox News,immigration,security
art_001,Azure,facility,Location,0.57,,,,Structural,imm_001,Fox News,immigration,security
art_001,Azure,$4.3 billion,Quantity,1.0,,,,Currency,imm_001,Fox News,immigration,security
art_001,Azure,$7.6 billion,Quantity,0.99,,,,Currency,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai,Organization,0.98,,,,,imm_001,Fox News,immigration,security
art_001,Azure,LGES,Organization,0.93,,,,,imm_001,Fox News,immigration,security
art_001,Azure,batteries,Product,0.91,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Hyundai,Organization,0.98,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Savannah EV plant,Location,0.72,,,,,imm_001,Fox News,immigration,security
art_001,Azure,industrial,Skill,0.98,,,,,imm_001,Fox News,immigration,security
art_001,Azure,investment,Skill,0.64,,,,,imm_001,Fox News,immigration,security
art_001,Azure,Georgia,Location,0.73,,,,State,imm_001,Fox News,immigration,security
