article_id,entity_text,entity_type,attributed_sent,doc_sentiment,entity_doc_diff,n_sentences
art_007,HSI,Organization,-0.43,-0.71,0.2799999999999999,2
art_007,FBI,Organization,0.0,-0.71,0.71,1
art_007,DEA,Organization,0.0,-0.71,0.71,1
art_007,ICE,Organization,-0.3133333333333333,-0.71,0.3966666666666666,3
art_007,GSP,Organization,0.0,-0.71,0.71,1
art_007,ATFpic,Organization,-0.28,-0.71,0.4299999999999999,1
art_007,ATF Atlanta,Organization,-0.28,-0.71,0.4299999999999999,1
art_007,ATFAtlanta,Organization,-0.14,-0.71,0.57,2
art_007,Cho Hyun,Person,-0.28,-0.71,0.4299999999999999,1
art_007,Foreign Ministry,Organization,0.0,-0.71,0.71,1
art_007,US Embassy,Organization,-0.71,-0.71,0.0,1
art_007,Lee Jae-myung,Person,-0.71,-0.71,0.0,1
art_007,Donald Trump,Person,-0.71,-0.71,0.0,1
art_008,Hyundai,Organization,-0.4,-0.75,0.35,5
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,ICE,Organization,-0.2583333333333333,-0.75,0.4916666666666666,6
art_008,United States Department of Homeland Security,Organization,-0.86,-0.75,0.1099999999999999,1
art_008,Ministry of Foreign Affairs,Organization,-0.09,-0.75,0.66,1
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,National Guard,Organization,-0.11,-0.75,0.64,1
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,National Guard,Organization,-0.11,-0.75,0.64,1
art_008,US Department of Homeland Security,Organization,-0.79,-0.75,0.04,1
art_008,Donald Trump,Person,-0.03,-0.75,0.72,1
art_008,Hyundai,Organization,-0.4,-0.75,0.35,5
art_008,Foreign Ministry,Organization,0.0,-0.75,0.75,1
art_008,Lee Jaewoong,Person,0.0,-0.75,0.75,1
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,US Immigration and Customs Enforcement,Organization,-0.265,-0.75,0.485,2
art_008,ICE,Organization,-0.2583333333333333,-0.75,0.4916666666666666,6
art_008,agency,Organization,-0.28,-0.75,0.47,2
art_008,ICE,Organization,-0.2583333333333333,-0.75,0.4916666666666666,6
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,Pew Research Center,Organization,-0.71,-0.75,0.04,1
art_008,Census Bureau,Organization,-0.71,-0.75,0.04,1
art_008,White House,Organization,-0.24,-0.75,0.51,2
art_008,Abigail Jackson,Person,-0.49,-0.75,0.26,1
art_008,Jackson,Person,-0.235,-0.75,0.515,2
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,Steven Schrank,Person,0.0099999999999999,-0.75,0.76,1
art_008,Department of Homeland Security,Organization,-0.5499999999999999,-0.75,0.2,3
art_008,US Immigration and Customs Enforcement,Organization,-0.265,-0.75,0.485,2
art_008,ICE,Organization,-0.2583333333333333,-0.75,0.4916666666666666,6
art_008,US Customs and Border Protection,Organization,0.0,-0.75,0.75,1
art_008,Secret Service,Organization,0.0,-0.75,0.75,1
art_008,Brian Kemp,Person,-0.54,-0.75,0.2099999999999999,1
art_008,Hyundai Motor Group,Organization,0.0,-0.75,0.75,1
art_008,LG Energy Solution,Organization,0.0,-0.75,0.75,1
art_008,Al Jazeera,Organization,-0.91,-0.75,0.16,1
art_008,Mike Hanna,Person,-0.91,-0.75,0.16,1
art_008,Reuters news agency,Organization,-0.03,-0.75,0.72,1
art_008,Lee,Person,0.0066666666666666,-0.75,0.7566666666666667,3
art_008,Trump,Person,-0.3457142857142857,-0.75,0.4042857142857143,7
art_008,Lee Jae Myung,Person,0.01,-0.75,0.76,1
art_009,Hyundai,Organization,-0.4366666666666667,-0.86,0.4233333333333333,6
art_009,Trump,Person,-0.192,-0.86,0.6679999999999999,5
art_009,Hyundai,Organization,-0.4366666666666667,-0.86,0.4233333333333333,6
art_009,US Department of Homeland Security,Organization,-0.82,-0.86,0.04,1
art_009,Hyundai Motor Group Metaplant,Organization,-0.83,-0.86,0.03,1
art_009,HMGMA,Organization,-0.91,-0.86,0.0499999999999999,2
art_009,Donald Trump,Person,-0.83,-0.86,0.03,1
art_009,Trump,Person,-0.192,-0.86,0.6679999999999999,5
art_009,administration,Organization,0.0,-0.86,0.86,1
art_009,Troy Stangarone,Person,0.0,-0.86,0.86,1
art_009,Carnegie Mellon Institute for Strategy and Technology,Organization,0.0,-0.86,0.86,1
art_009,The Straits Times,Organization,0.0,-0.86,0.86,1
art_009,US Customs,Organization,-0.79,-0.86,0.0699999999999999,1
art_009,Homeland Security Investigations,Organization,-0.64,-0.86,0.2199999999999999,1
art_009,Steven Schrank,Person,-0.64,-0.86,0.2199999999999999,1
art_009,Trump,Person,-0.192,-0.86,0.6679999999999999,5
art_009,Truth Social,Organization,0.4599999999999999,-0.86,1.3199999999999998,1
art_009,Hyundai,Organization,-0.4366666666666667,-0.86,0.4233333333333333,6
art_009,LG,Organization,-0.485,-0.86,0.375,2
art_009,Lee Jae Myung,Person,-0.61,-0.86,0.25,1
art_009,Trump,Person,-0.192,-0.86,0.6679999999999999,5
art_009,Cho Hyun,Person,0.0,-0.86,0.86,1
art_009,Hyundai,Organization,-0.4366666666666667,-0.86,0.4233333333333333,6
art_009,Hyundai,Organization,-0.4366666666666667,-0.86,0.4233333333333333,6
art_009,South Korean government,Organization,-0.99,-0.86,0.13,1
art_009,Lee Seong-hyon,Person,0.01,-0.86,0.87,1
art_009,Lee,Person,-0.1833333333333333,-0.86,0.6766666666666666,3
art_009,ST,Organization,-0.3361111111111111,-0.86,0.5238888888888888,18
art_010,Steven Schrank,Person,-0.11,-0.72,0.61,1
art_010,Homeland Security Investigations,Organization,-0.31,-0.72,0.41,2
art_010,Donald Trump,Person,-0.11,-0.72,0.61,1
art_010,Hyundai Motor-,Organization,-0.52,-0.72,0.1999999999999999,1
art_010,LG Energy Solution,Organization,-0.2,-0.72,0.52,2
art_010,Schrank,Person,-0.55,-0.72,0.1699999999999999,5
art_010,Trump,Person,-0.268,-0.72,0.4519999999999999,5
art_010,ICE,Organization,-0.2366666666666666,-0.72,0.4833333333333333,3
art_010,Immigration and Customs Enforcement,Organization,-0.18,-0.72,0.54,1
art_010,Lee Jae-woong,Person,0.0,-0.72,0.72,1
art_010,Schrank,Person,-0.55,-0.72,0.1699999999999999,5
art_010,Agence France-Presse,Organization,-0.51,-0.72,0.2099999999999999,1
art_010,AFP,Organization,-0.51,-0.72,0.2099999999999999,1
art_010,Schrank,Person,-0.55,-0.72,0.1699999999999999,5
art_010,Hyundai,Organization,-0.615,-0.72,0.1049999999999999,4
art_010,LG,Organization,-0.585,-0.72,0.135,4
art_010,ICE,Organization,-0.2366666666666666,-0.72,0.4833333333333333,3
art_010,Schrank,Person,-0.55,-0.72,0.1699999999999999,5
art_010,Trump,Person,-0.268,-0.72,0.4519999999999999,5
art_010,Lee Jae Myung,Person,0.03,-0.72,0.75,1
art_010,Trump,Person,-0.268,-0.72,0.4519999999999999,5
art_010,Trump,Person,-0.268,-0.72,0.4519999999999999,5
art_010,Hyundai,Organization,-0.615,-0.72,0.1049999999999999,4
art_010,Hyundai Motor Company,Organization,0.0,-0.72,0.72,1
art_010,LG Energy Solution,Organization,-0.2,-0.72,0.52,2
art_011,Donald Trump,Person,-0.94,-0.81,0.1299999999999999,2
art_011,Donald Trump,Person,-0.94,-0.81,0.1299999999999999,2
art_011,Trump,Person,-0.5033333333333333,-0.81,0.3066666666666667,6
art_011,Trump,Person,-0.5033333333333333,-0.81,0.3066666666666667,6
art_011,Grace Meng,Person,-0.5599999999999999,-0.81,0.2500000000000001,1
art_011,Human Rights Watch,Organization,-0.5599999999999999,-0.81,0.2500000000000001,1
art_011,Trump,Person,-0.5033333333333333,-0.81,0.3066666666666667,6
art_011,Council on American-Islamic Relations,Organization,-0.58,-0.81,0.2300000000000001,1
art_011,CAIR,Organization,-0.52,-0.81,0.29,2
art_011,Lena Masri,Person,-0.46,-0.81,0.35,1
art_011,CAIR,Organization,-0.52,-0.81,0.29,2
art_011,state department,Organization,-0.04,-0.81,0.77,1
art_011,United Nations refugee agency,Organization,0.03,-0.81,0.8400000000000001,1
art_011,International Organization for Migration,Organization,0.03,-0.81,0.8400000000000001,1
art_011,IOM,Organization,0.03,-0.81,0.8400000000000001,1
art_011,Trump,Person,-0.5033333333333333,-0.81,0.3066666666666667,6
art_012,Trump,Person,-0.6466666666666666,-0.86,0.2133333333333333,6
art_012,Donald Trump,Person,-0.65,-0.86,0.2099999999999999,3
art_012,Francois Hollande,Person,-0.22,-0.86,0.64,1
art_012,Donald Trump,Person,-0.65,-0.86,0.2099999999999999,3
art_012,Hollande,Person,-0.155,-0.86,0.705,4
art_012,Hollande,Person,-0.155,-0.86,0.705,4
art_012,EU,Organization,-0.41,-0.86,0.45,6
art_012,Trump,Person,-0.6466666666666666,-0.86,0.2133333333333333,6
art_012,Hollande,Person,-0.155,-0.86,0.705,4
art_012,Jean-Marc Ayrault,Person,0.01,-0.86,0.87,2
art_012,Ayrault,Person,-0.0899999999999999,-0.86,0.77,3
art_012,Twitter,Organization,-0.29,-0.86,0.5700000000000001,1
art_012,Jean-Marc Ayrault,Person,0.01,-0.86,0.87,2
art_012,jeanmarcayrault,Person,0.01,-0.86,0.87,1
art_012,Theresa May,Person,-0.15,-0.86,0.71,1
art_012,Boris Johnson,Person,-0.175,-0.86,0.685,2
art_012,Boris Johnson,Person,-0.175,-0.86,0.685,2
art_012,BorisJohnson,Person,-0.36,-0.86,0.5,1
art_012,Sadiq Khan,Person,-0.82,-0.86,0.04,1
art_012,Facebook,Organization,-0.82,-0.86,0.04,1
art_012,Trump,Person,-0.6466666666666666,-0.86,0.2133333333333333,6
art_012,Labour Party,Organization,-0.82,-0.86,0.04,1
art_012,Jeremy Corbyn,Person,-0.8,-0.86,0.0599999999999999,2
art_012,Trump,Person,-0.6466666666666666,-0.86,0.2133333333333333,6
art_012,Independent,Organization,-0.82,-0.86,0.04,1
art_012,Theresa_May,Person,-0.92,-0.86,0.06,1
art_012,realDonaldTrump,Person,-0.92,-0.86,0.06,1
art_012,Jeremy Corbyn,Person,-0.8,-0.86,0.0599999999999999,2
art_012,jeremycorbyn,Person,-0.78,-0.86,0.0799999999999999,1
art_012,Donald Trump,Person,-0.65,-0.86,0.2099999999999999,3
art_012,Government,Organization,-0.48,-0.86,0.38,4
art_012,Angela Merkel,Person,-0.18,-0.86,0.6799999999999999,1
art_012,Der Spiegel,Organization,-0.18,-0.86,0.6799999999999999,1
art_012,Steffen Seibert,Person,-0.18,-0.86,0.6799999999999999,1
art_012,German government,Organization,0.0,-0.86,0.86,1
art_012,Seibert,Person,-0.09,-0.86,0.77,2
art_012,Jean Asselborn,Person,-0.91,-0.86,0.05,1
art_012,Asselborn,Person,-0.8600000000000001,-0.86,1.1102230246251563e-16,2
art_012,Tagesspiegel,Organization,-0.81,-0.86,0.0499999999999999,1
art_013,Donald Trump,Person,-0.26,-0.75,0.49,1
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Supreme Court,Organization,-0.37,-0.75,0.38,1
art_013,White House,Organization,-0.36,-0.75,0.39,4
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Delta,Organization,-0.99,-0.75,0.24,1
art_013,Chuck) Schumer,Person,-0.6799999999999999,-0.75,0.07,1
art_013,White House,Organization,-0.36,-0.75,0.39,4
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,CNN,Organization,-0.215,-0.75,0.535,2
art_013,Jake Tapper,Person,-0.44,-0.75,0.31,1
art_013,Stephen Miller,Person,-0.44,-0.75,0.31,1
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Departments of State,Organization,-0.44,-0.75,0.31,1
art_013,Homeland Security,Organization,-0.44,-0.75,0.31,1
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Jan Brewer,Person,0.01,-0.75,0.76,1
art_013,CNN,Organization,-0.215,-0.75,0.535,2
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,White House,Organization,-0.36,-0.75,0.39,4
art_013,White House,Organization,-0.36,-0.75,0.39,4
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,John Adams,Person,-0.5299999999999999,-0.75,0.22,1
art_013,Joseph McCarthy,Person,-0.98,-0.75,0.2299999999999999,1
art_013,Barack Obama,Person,-0.92,-0.75,0.17,1
art_013,Obama,Person,-0.93,-0.75,0.1799999999999999,2
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_013,Trump,Person,-0.3645454545454545,-0.75,0.3854545454545455,11
art_014,Donald Trump,Person,-0.28,-0.84,0.5599999999999999,1
art_014,Obama,Person,-0.4166666666666667,-0.84,0.4233333333333333,3
art_014,administration,Organization,-0.585,-0.84,0.255,2
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_014,Congress,Organization,-0.0799999999999999,-0.84,0.76,2
art_014,Congress,Organization,-0.0799999999999999,-0.84,0.76,2
art_014,White House,Organization,0.07,-0.84,0.91,1
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_014,Obama administration,Organization,-0.585,-0.84,0.255,2
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_014,Obama,Person,-0.4166666666666667,-0.84,0.4233333333333333,3
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_014,FBI,Organization,-0.31,-0.84,0.53,1
art_014,al-Qaeda,Organization,-0.87,-0.84,0.03,1
art_014,Subcommittee on Counterterrorism and Intelligence,Organization,-0.46,-0.84,0.3799999999999999,1
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_014,Homeland Security Committee,Organization,-0.92,-0.84,0.08,1
art_014,New America Foundation,Organization,-0.44,-0.84,0.3999999999999999,1
art_014,Cato Institute,Organization,-0.96,-0.84,0.12,1
art_014,John McCain,Person,-0.2799999999999999,-0.84,0.56,1
art_014,Lindsey Graham,Person,-0.2799999999999999,-0.84,0.56,1
art_014,Trump,Person,-0.4925,-0.84,0.3475,8
art_015,Department of Homeland Security,Organization,-0.18,-0.74,0.56,1
art_015,DHS,Organization,-0.1475,-0.74,0.5925,4
art_015,White House,Organization,-0.065,-0.74,0.675,2
art_015,Donald Trump,Person,-0.99,-0.74,0.25,1
art_015,Stephen Miller,Person,0.05,-0.74,0.79,1
art_015,White House,Organization,-0.065,-0.74,0.675,2
art_015,Ann Donnelly,Person,-0.16,-0.74,0.58,1
art_015,American Civil Liberties Union,Organization,-0.16,-0.74,0.58,1
art_015,Homeland Security,Organization,-0.095,-0.74,0.645,2
art_015,DHS,Organization,-0.1475,-0.74,0.5925,4
art_015,Trump,Person,-0.41,-0.74,0.33,6
art_015,Trump,Person,-0.41,-0.74,0.33,6
art_015,DHS,Organization,-0.1475,-0.74,0.5925,4
art_015,Trump,Person,-0.41,-0.74,0.33,6
